split,participant_id,file_id,video_relpath,annotation_id,frame_start,frame_end,activity,canonical_activity,chunk_id
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4387,4432,interacting_with_phone,telefonla_konusma,7
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4432,4479,interacting_with_phone,telefonla_konusma,8
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4479,4525,interacting_with_phone,telefonla_konusma,9
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4525,4570,interacting_with_phone,telefonla_konusma,10
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4570,4615,interacting_with_phone,telefonla_konusma,11
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4615,4660,interacting_with_phone,telefonla_konusma,12
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4660,4705,interacting_with_phone,telefonla_konusma,13
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4705,4750,interacting_with_phone,telefonla_konusma,14
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,20,4750,4765,interacting_with_phone,telefonla_konusma,15
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,21,4765,4811,working_on_laptop,bilgisayar,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,21,4811,4816,working_on_laptop,bilgisayar,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,22,4816,4854,closing_laptop,bilgisayar,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,26,5038,5083,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,26,5083,5128,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,26,5128,5171,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5572,5617,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5617,5663,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5663,5708,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5708,5754,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5754,5799,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5799,5844,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5844,5890,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5890,5935,sitting_still,normal_surus,7
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5935,5982,sitting_still,normal_surus,8
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,32,5982,6022,sitting_still,normal_surus,9
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,38,6263,6308,drinking,su_icme,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,38,6308,6353,drinking,su_icme,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,38,6353,6357,drinking,su_icme,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,41,6488,6533,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,41,6533,6564,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,43,6607,6639,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7103,7149,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7149,7194,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7194,7238,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7238,7284,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7284,7329,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7329,7374,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7374,7419,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7419,7465,sitting_still,normal_surus,7
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,47,7465,7478,sitting_still,normal_surus,8
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,52,8238,8283,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,52,8283,8320,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,55,8416,8461,drinking,su_icme,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,55,8461,8506,drinking,su_icme,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,55,8506,8545,drinking,su_icme,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,58,8654,8700,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,58,8700,8745,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,58,8745,8790,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,58,8790,8836,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,58,8836,8871,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,60,8902,8948,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,60,8948,8993,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,60,8993,8998,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,62,9015,9044,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9364,9410,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9410,9455,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9455,9501,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9501,9546,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9546,9591,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9591,9637,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,68,9637,9661,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,70,10114,10135,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11427,11471,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11471,11517,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11517,11562,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11562,11607,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11607,11652,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11652,11697,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11697,11742,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11742,11788,sitting_still,normal_surus,7
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11788,11833,sitting_still,normal_surus,8
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11833,11879,sitting_still,normal_surus,9
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11879,11925,sitting_still,normal_surus,10
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,79,11925,11951,sitting_still,normal_surus,11
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,86,12350,12395,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,86,12395,12440,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,86,12440,12485,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,86,12485,12531,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,86,12531,12558,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,88,12621,12666,interacting_with_phone,telefonla_konusma,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,88,12666,12669,interacting_with_phone,telefonla_konusma,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,89,12670,12715,talking_on_phone,telefonla_konusma,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,89,12715,12761,talking_on_phone,telefonla_konusma,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,89,12761,12805,talking_on_phone,telefonla_konusma,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,89,12805,12851,talking_on_phone,telefonla_konusma,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,89,12851,12896,talking_on_phone,telefonla_konusma,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,90,12897,12943,talking_on_phone,telefonla_konusma,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,90,12943,12988,talking_on_phone,telefonla_konusma,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,90,12988,13034,talking_on_phone,telefonla_konusma,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,90,13034,13064,talking_on_phone,telefonla_konusma,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,91,13064,13077,interacting_with_phone,telefonla_konusma,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,94,13358,13403,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,94,13403,13412,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,99,13484,13529,drinking,su_icme,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,99,13529,13564,drinking,su_icme,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,107,14296,14342,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,107,14342,14352,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,114,14665,14710,drinking,su_icme,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,114,14710,14739,drinking,su_icme,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,118,14817,14862,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,118,14862,14907,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,118,14907,14952,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,118,14952,14997,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,118,14997,15024,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,124,16228,16274,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,124,16274,16281,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,127,16384,16430,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,127,16430,16476,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,127,16476,16521,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,128,16543,16551,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,129,16963,17009,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,129,17009,17054,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17188,17233,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17233,17278,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17278,17323,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17323,17368,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17368,17413,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17413,17458,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,132,17458,17467,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17522,17568,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17568,17613,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17613,17659,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17659,17704,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17704,17749,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17749,17795,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17795,17839,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17839,17885,sitting_still,normal_surus,7
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17885,17931,sitting_still,normal_surus,8
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,133,17931,17942,sitting_still,normal_surus,9
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18293,18339,sitting_still,normal_surus,0
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18339,18383,sitting_still,normal_surus,1
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18383,18428,sitting_still,normal_surus,2
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18428,18473,sitting_still,normal_surus,3
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18473,18519,sitting_still,normal_surus,4
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18519,18564,sitting_still,normal_surus,5
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18564,18610,sitting_still,normal_surus,6
train,1,vp1/run1b_2018-05-29-14-02-47.kinect_color,vp1/run1b_2018-05-29-14-02-47.kinect_color.mp4,139,18610,18656,sitting_still,normal_surus,7
